class_id,task_id,paper_id,year,session,variant,task_ref,subject,item,task_level,page,task_text,test_path,test_url
9,2016-sesiunea-de-baza-test-ii-all,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. TERMEN: Sistemul de la Versailles - noua ordine interna țională edificată de statele învingătoare după primul război mondial prin semnarea tratatelor de pace cu statele învinse. REPERE CRONOLOGICE (A). 1919: fondarea Societății/ Ligii Națiunilor 1919: semnarea Tratatului de Pace cu Austria (Saint-Germain) 1920: semnarea Tratatului de Pace cu Ungaria (Trianon) 1932: lansarea programului “Noul curs” 1933: Hitler este numit cancelar al Germaniei 1935: Hitler introduce serviciul militar obligatoriu 1936: semnarea Pactului Anticomintern 1938: anexarea Austriei („Anschluss-ul”) 1938: adoptarea Constituției lui Carol al II-lea 1939: semnarea Tratatului de neagresiune sovieto-german SURSA B. Art.80, 81, 87: Germania recunoa ște independenţa şi frontierele Austriei, Cehoslovaciei, Poloniei. Art.119: Germania renunță la drepturile ei asupra coloniilor. Art.160: Armata germană nu poate depăşi cifra de 100 000 de oameni. Art.173: Serviciul militar este abolit. Art.198: Forțele militare ale Germaniei nu vor trebui să cuprindă nici o aviaţie militară sau marină. Art.231: Germania recunoaște că ea și aliații ei s unt responsabili de toate pierderile și sacrificiile. (Extrase din Tratatul de la Versailles, 28 iunie 1919) SURSA C. SURSA D. Europa, an.1914 Europa, an.1923 Nr. Item Scor 1 Identifică în reperele cronologice (A) tratate componente ale Sistemului de la Versailles. 2 Studiază sursa B. 2 Definește termenul tratat. 2 3 Descrie contextul în care a fost semnat Tratatul de la Versailles, din 28 iunie 1919. 4 Determină consecințele prevederilor din tratat pentru dezvoltarea Germaniei în plan: economic militar 2 3 4 Studiază sursele C și D. 5 Demonstrează că harta politică a Europei, conform Sistemului de la Versailles, a cunoscut schimbări importante. Exemplifică cu trimitere la: România Polonia 2 3 4 Valorifică materialul suport și cunoștințele obținute anterior. 6 Identifică în reperele cronologice propuse două evenimente ce reflectă procesul de distrugere a Sistemului de la Versailles de către Germania. Argumentează răspunsul. 2 3 4 5 Valorifică materialul suport și cunoștințele obținute anterior. 7 Exprimă-ți opinia: prin Sistemul de la Versailles s-au pus bazele unei păci trainice sau fragile? Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=4
9,2016-sesiunea-de-baza-test-ii-1,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.1,II,1,item,5,1 Identifică în reperele cronologice (A) tratate componente ale Sistemului de la Versailles.,!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=5
9,2016-sesiunea-de-baza-test-ii-2,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.2,II,2,item,5,2 Studiază sursa B. 2 Definește termenul tratat. 2,!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=5
9,2016-sesiunea-de-baza-test-ii-3,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.3,II,3,item,5,"3 Descrie contextul în care a fost semnat Tratatul de la Versailles, din 28 iunie 1919.",!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=5
9,2016-sesiunea-de-baza-test-ii-4,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.4,II,4,item,5,"4 Studiază sursele C și D. 5 Demonstrează că harta politică a Europei, conform Sistemului de la Versailles, a cunoscut schimbări importante. Exemplifică cu trimitere la: România Polonia 2 3 4 Valorifică materialul suport și cunoștințele obținute anterior.",!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=5
9,2016-sesiunea-de-baza-test-ii-6,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.6,II,6,item,5,6 Identifică în reperele cronologice propuse două evenimente ce reflectă procesul de distrugere a Sistemului de la Versailles de către Germania. Argumentează răspunsul. 2 3 4 5 Valorifică materialul suport și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=5
9,2016-sesiunea-de-baza-test-ii-7,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,II.7,II,7,item,6,7 Exprimă-ți opinia: prin Sistemul de la Versailles s-au pus bazele unei păci trainice sau fragile? Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=6
9,2016-sesiunea-de-baza-test-iii-essay,2016-sesiunea-de-baza-test,2016,Sesiunea de baza,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-С. SURSA A. „Separatismul transnistrean a destabilizat substanțial economia națională a Republicii Moldova, reduc îndu-i producția industrială cu 36,0%, producția energiei electrice cu 87,5%, producția mărfurilor de cons um popular cu 28%, producția de legume cu 38,0% […] din suma totală a veniturilor formate pe teritoriul republicii […]. În războiul de pe Nistru au fost înregistrate, de ambele părți, circa 802 morți și peste 5000 răniți, inclusiv în rîndul populației civile. […] Operațiunile militare au provocat un val de circa 108 mii de refugiați, dintre care 51 de mii s -au stabilit în 38 de localități de pe mal ul drept al Nistrului, iar alți 57 de mii în Ucraina.” (N. Enciu, I. Șișcanu, Evoluția Republicii Moldova după 1991, în Ioan Scurtu (ed.), Istoria Basarabiei) SURSA B. „Nerecunoscută în plan internațional, enclava separatistă nistreană s -a înarmat p înă în dinți și a devenit o placă turnantă pentru traficul ilegal de arme […], constituind un real pericol la adresa securități regionale și europene. Sursa acestui trafic sunt at ît uzinele din Transnistria, care produc armament […], cît și arsenalul militar al fostei Armate a 14-a a Rusiei, amplasată în zona controlată de administrația nistreană.” (Gh. Cojocaru, Separatismul transnistrean: aspecte interne și internaționale în O istorie a regiunii Transnistrene din cele mai vechi timpuri pînă astăzi, 2007) SURSA C. „Reclamanții sunt 170 de cetățeni moldoveni care l ocuiesc în „r epublica moldovenească nistreană” („RMN”) [. ..]. Toți reclamanții au susținut că cei care au dorit continuarea studiilor în școlile de limbă moldovenească/ română au fost nevoiți să accepte diminuarea calității învățămîntului din cauza lipsei localurilor adecvate, a drumurilor lungi spre și dinspre școală (însoțite de verificarea ghiozdanelor, controale de identitate și acte de hărțuire din partea oficialilor „RMN” [...]), [...] vandalizării sediilor școlilor, intimidării [...] și abuzurilor verbale. Copiii aveau ca alternativă frecventarea școlilor „moldovenești” în care se utiliza o variantă artificială a limbii române scrise cu alfabet chirilic. Din moment ce această variantă a limbii nu este recunoscută nicăieri în lume, predarea se efectua în baza materialelor didactice din epoca sovietică cre înd copiilor dificultăți în continuarea studiilor în instituțiile de învățămînt superior.” (Din Hotărîrea Curții Europene pentru Drepturile Omului în dosarul „Cătan și alții contra Republicii Moldova și Rusiei”, Strasbourg, 19 octombrie 2012) Item Scor Utilizează sursele pentru a argumenta, într -un text coerent, afirma ția: Războiul de pe Nistru – conflict cu multiple consecințe pentru Republica Moldova. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2016/Sesiunea de baza/09_ist_test_ro_sb16.pdf,pdfs/2016-sesiunea-de-baza-test.pdf#page=6
9,2016-suplimentara-test-i-1,2016-suplimentara-test,2016,Suplimentara,,I.1,I,1,item,3,1 Studiază stema. Demonstrează că stema reflectă trecutul sovietic al Republicii Moldova. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=3
9,2016-suplimentara-test-i-2,2016-suplimentara-test,2016,Suplimentara,,I.2,I,2,item,3,2 Studiază titlul articolului. Recomandă autorului un eveniment relevant pentru articolul său. Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=3
9,2016-suplimentara-test-i-3,2016-suplimentara-test,2016,Suplimentara,,I.3,I,3,item,3,3 Studiază titlul articolului. Poate fi acest demers al OSCE o problemă de interes pentru Republica Moldova? Argumentează răspunsul. 2 3,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=3
9,2016-suplimentara-test-i-4,2016-suplimentara-test,2016,Suplimentara,,I.4,I,4,item,3,"4 Formulează, utilizînd informația din tabel, o concluzie despre represiunile staliniste în URSS. Argumentează răspunsul. Tabel: GULAG-ul în anii '30 Anul 1933 Anul 1940 Lagăre 279 536 Deținuți 171 251 1 668 200 2 3",!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=3
9,2016-suplimentara-test-ii-all,2016-suplimentara-test,2016,Suplimentara,,II.all,II,all,section,4,"SUBIECTUL al II-lea (23 de puncte) Studiază materialul suport și realizează sarcinile propuse. REPERE CRONOLOGICE (A). 1933: Hitler este numit cancelar al Germaniei. 1936: S emnarea Pactului Anticomintern de către Germania și Japonia. 1937: Italia aderă la Pactul Anticomintern. 1938: Anexarea Austriei (“Anschluss-ul”). 1938: Acordul de la Munchen , semnat de Germania, Italia, Marea Britanie și Franța. 1939, 1 septembrie: Germania atacă Polonia. 1940, martie: Finalizarea războiulu i sovieto - finlandez. 1940: C rearea RSS Estonă, RSS Lituaniană, RSS Letonă. 1940, 26 iunie: Nota ultimativă a guvernului sovietic către guvernul României. SURSA B. „Cu ocazia semnării Tratatului de neagresiune dintre Reichul German și Uniunea Republicilor Sovietice Socialiste, semnatarii din partea celor două păr ți au discutat, în cadrul unor convorbiri strict confiden țiale, problema delimitării sferelor lor respective de interes în Europa răsăriteană. Aceste convorbiri au dus la următorul rezultat: 1. În c azul unei transformări teritoriale și politice a teritoriilor apar ținînd statelor baltice (Finlanda, Estonia, Letonia, Lituania), frontiera nordică a Lituaniei va reprezenta frontiera sferelor de interes atît ale Germaniei, cît și ale URSS. […] 2. În cazul unei transformări teritoriale și politice a teritoriilor apar ținînd statului polonez, sferele de interes, a tît ale Germaniei, c ît și ale URSS, vor fi delimitate aproximativ de linia r îurilor Narev, Vistula și San. Problema dacă în interesele ambelor păr ți ar fi de dorit men ținerea unui stat polonez independent și a modului în care vor fi trasate frontierele acestui stat poate fi solu ționată definitiv numai în cursul evenimentelor politice ulterioare. […] 3. În privin ța Europei sud -estice, partea sovietică subliniază interesul pe care -l manifestă pentru Basarabia. Partea germană își declară totalul dezinteres politic față de aceste teritorii.” (Din Protocolul adițional secret al Pactului Molotov-Ribbentrop, 23 august 1939) SURSELE C și D. Nr. Item Scor 1 Identifică în reperele cronologice (A) două dovezi despre aliații Germaniei naziste în perioada interbelică. 2 Studiază sursa B. 2 Explică sintagma delimitarea sferelor de interes, utilizată în document. 2 3 Numește statele vizate prin prevederile Pactului Molotov-Ribbentrop. 4 Determină scopul semnării Pactului Molotov-Ribbentrop: declarat real 2 3 4 Studiază sursele B, C și D. 5 Demonstrează, utilizînd hărțile, că deja în 1939 părțile semnatare pun în aplicare unele prevederi ale Pactului Molotov-Ribbentrop. Exemplifică cu trimitere la: Germania URSS 2 3 4 Studiază sursele A și B. 6 Identifică în reperele cronologice (A) alte două acțiuni prin care URSS pune în aplicare prevederile Pactului Molotov-Ribbentrop. Argumentează răspunsul. 2 3 4 5 Valorifică materialul suport și cunoștințele obținute anterior. 7 Apreciază contribuția Pactului Molotov-Ribbentrop în destinul istoric al Basarabiei. Formulează două argumente. 2 3 4 5",!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=4
9,2016-suplimentara-test-ii-1,2016-suplimentara-test,2016,Suplimentara,,II.1,II,1,item,4,1 Identifică în reperele cronologice (A) două dovezi despre aliații Germaniei naziste în perioada interbelică.,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=4
9,2016-suplimentara-test-ii-2,2016-suplimentara-test,2016,Suplimentara,,II.2,II,2,item,5,"2 Explică sintagma delimitarea sferelor de interes, utilizată în document. 2",!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=5
9,2016-suplimentara-test-ii-3,2016-suplimentara-test,2016,Suplimentara,,II.3,II,3,item,5,3 Numește statele vizate prin prevederile Pactului Molotov-Ribbentrop.,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=5
9,2016-suplimentara-test-ii-4,2016-suplimentara-test,2016,Suplimentara,,II.4,II,4,item,5,"4 Studiază sursele B, C și D. 5 Demonstrează, utilizînd hărțile, că deja în 1939 părțile semnatare pun în aplicare unele prevederi ale Pactului Molotov-Ribbentrop. Exemplifică cu trimitere la: Germania URSS 2 3",!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=5
9,2016-suplimentara-test-ii-6,2016-suplimentara-test,2016,Suplimentara,,II.6,II,6,item,5,6 Identifică în reperele cronologice (A) alte două acțiuni prin care URSS pune în aplicare prevederile Pactului Molotov-Ribbentrop. Argumentează răspunsul. 2 3 4 5 Valorifică materialul suport și cunoștințele obținute anterior.,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=5
9,2016-suplimentara-test-ii-7,2016-suplimentara-test,2016,Suplimentara,,II.7,II,7,item,6,7 Apreciază contribuția Pactului Molotov-Ribbentrop în destinul istoric al Basarabiei. Formulează două argumente. 2 3 4 5,!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=6
9,2016-suplimentara-test-iii-essay,2016-suplimentara-test,2016,Suplimentara,,III.essay,III,essay,essay,6,"SUBIECTUL al III-lea (15 puncte) Studiază sursele A-D. SURSA A. „Art.5. Învățămîntul primar este unitar în tot cuprinsul țării. Art.6. Învățămîntul primar este obligatoriu și gratuit în condi țiile prevăzute de această lege. […] Art.7. Învățămîntul primar în școlile statului se predă în limba română.” (Din Legea pentru învățămîntul primar al statului și învățămîntul normal-primar, 1924) SURSA B. „Prin înființarea Facultății de Teologie din Chișinău s-a făcut un mare lucru și bun, folositor pentru popula ția Basarabiei, s -a săpat un izvor de apă vie a culturii religioase și na ționale în mijlocul popula ției setoase de această cultură. […] Să dăm Basarabiei cît mai multă cultură! De aceea doresc ca Facultatea de Teologie să fie sîmburile, nucleul unei universități basarabene.” (Arhiepiscopul Gurie, Din Discursul rostit la inaugurarea Facultății de Teologie la Chișinău, 1927) SURSA C. „Majoritatea celor 1084 școli primare rusești au fost, după 1918, românizate, construindu-se pe parcursul perioadei interbelice încă 300 de localuri noi. Acestor școli le-a revenit rolul principal în lupta pentru combaterea analfabetismului, ob ținîndu-se în direcția dată progrese notabile. Astfel, numărul școlilor a sporit, în perioada 1920 - ianuarie 1939 de la 1 747 la 2 718, cel al învă țătorilor de la 2 746 la 7 581, iar numărul elevilor înscriși – de la 136 172 la 346 747.” (Nicolae Enciu, Basarabia în anii 1918-1940. Evoluție demografică și economică) SURSA D. „Este semnificativ faptul că sintagma „școală la români” s-a bucurat de considerație pentru o perioadă îndelungată în RSSM, ceea ce însemna consisten ța și temeinicia cunoștințelor asimilate de țărani în școala românească interbelică.” (Iulian Fruntașu, O istorie etnopolitică a Basarabiei (1812-2002)) Item Scor Utilizează sursele pentru a argumenta, într -un text coerent, afirma ția: Învățămîntul în Basarabia interbelică – dovadă a renașterii spiritualității românești. Notă: Formulează cel puțin trei argumente. 2 2 3 2 3 4 5 6 7 2",!Teste examene 2016 - 2024/2016/Suplimentara/09_ist_test_ro_ss16.pdf,pdfs/2016-suplimentara-test.pdf#page=6
